path,event,source,label_id,label_name,split
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_90.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_176.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_470.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_892.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_378.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_119.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_695.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_224.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_698.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_257.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_95.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_32.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_222.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_59.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_630.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_586.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_976.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_166.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_800.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_288.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_61.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_266.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_733.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_244.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_378.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_208.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_281.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_325.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_241.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_825.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_42.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_569.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_389.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_27.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_102.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_656.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_353.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_986.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_872.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_503.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_98.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_552.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_649.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_219.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_882.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_270.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_137.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_68.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_764.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_424.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_794.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_105.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_90.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_437.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_214.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_203.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_391.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_458.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_250.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_855.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_116.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_276.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_143.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_662.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_14.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_121.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_623.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_229.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_426.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_168.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_975.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_507.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_652.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_828.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_364.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_590.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_44.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_462.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_865.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_399.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_119.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_623.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_974.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_988.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_873.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_689.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_362.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_915.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_803.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_572.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\engine\engine_365.wav,engine,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_801.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_641.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_294.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_798.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_513.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_832.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_585.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_827.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_293.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_550.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_285.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_650.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_665.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_85.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_410.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_792.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_864.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_88.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_493.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_645.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_218.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_561.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_201.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_709.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_772.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_872.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_878.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_821.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_865.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_529.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_405.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_352.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_729.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_81.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_469.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\dog\dog_875.wav,dog,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_886.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\driving\driving_970.wav,driving,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_551.wav,cough,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cat\cat_949.wav,cat,reference,0,non_distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\crying sobbing wail\crying_sobbing_wail_280.wav,crying sobbing wail,reference,1,distress,train
C:\Users\khins\Downloads\audio-event-detection-main (1)\audio-event-detection-main\data\DisasterDataset\reference\cough\cough_647.wav,cough,reference,1,distress,train
